pdf_stem,pdf_path,collection,year,month,model_tier,decade,failure_domain,failure_stage,failure_error_type,failure_detail,grid_status,grid_error_type,grid_confidence,location_status,location_error_type,location_section,location_township,location_range,county_status,county_error_type,county_name,dot_status,dot_error_type,dot_confidence,latlong_status,latlong_error_type,resolution_source,flags
01912567_MADELINE FARVE 3_516325,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/01912567_MADELINE FARVE 3_516325.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
01914110_CARNEY 8_920039,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/01914110_CARNEY 8_920039.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
01976036_J H BENNETT 2_920090,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/01976036_J H BENNETT 2_920090.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03303358_A E HARP 2_920092,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03303358_A E HARP 2_920092.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03700526_HENRY KING 1_1052319,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03700526_HENRY KING 1_1052319.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03700631_TOM BRUNER 1_1052095,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03700631_TOM BRUNER 1_1052095.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03700632_BRUNER 2_1052235,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03700632_BRUNER 2_1052235.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03701193_ORCUTT 13_1793396,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03701193_ORCUTT 13_1793396.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03701742_LENA YAHOLA 1_1052233,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03701742_LENA YAHOLA 1_1052233.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03702461_EXIE FIFE 7_1052062,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03702461_EXIE FIFE 7_1052062.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03702462_EXIE FIFE 8_1052218,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03702462_EXIE FIFE 8_1052218.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03702465_EXIE FIFE 12_1052313,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03702465_EXIE FIFE 12_1052313.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03702764_TAYLOR BEAR 5_1052049,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03702764_TAYLOR BEAR 5_1052049.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03703051_ELIZABETH WATSON B 4_1052276,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03703051_ELIZABETH WATSON B 4_1052276.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03703095_A SULPHUR 4_1052022,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03703095_A SULPHUR 4_1052022.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03703803_A STARR 1_1052078,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03703803_A STARR 1_1052078.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03703926_BRUNER 1_1052150,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03703926_BRUNER 1_1052150.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03704182_TAYLOR HAWKINS 1_1052094,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03704182_TAYLOR HAWKINS 1_1052094.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03704191_PORTER TIGER 1_51011902,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03704191_PORTER TIGER 1_51011902.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03704214_HAGER JACKSON 1_1052082,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03704214_HAGER JACKSON 1_1052082.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03704842_EMMA ROGERS 4_1052041,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03704842_EMMA ROGERS 4_1052041.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03705313_GOODEN 2_1052080,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03705313_GOODEN 2_1052080.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03705313_GOODEN 2_1052081,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03705313_GOODEN 2_1052081.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03706722_UNALOTTED 6_1052249,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03706722_UNALOTTED 6_1052249.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03706734_ABRAHAM 3_1052107,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03706734_ABRAHAM 3_1052107.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03706735_ABRAHAM 2_1052106,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03706735_ABRAHAM 2_1052106.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03706883_RUTHIE PONDS A-1_1052317,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03706883_RUTHIE PONDS A-1_1052317.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03706912_No Data_1052298,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03706912_No Data_1052298.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03707093_B DURANT 1_1052284,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03707093_B DURANT 1_1052284.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03707093_B DURANT 1_1052293,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03707093_B DURANT 1_1052293.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03707296_IRELAN 1_1052253,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03707296_IRELAN 1_1052253.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03707312_TAYLOR 2_1052258,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03707312_TAYLOR 2_1052258.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03707639_No Data_1052215,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03707639_No Data_1052215.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03710108_M JACKSON 3_1052177,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03710108_M JACKSON 3_1052177.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03711391_A D JONES 2_1052057,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03711391_A D JONES 2_1052057.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03715512_M E DREW 1_1052195,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03715512_M E DREW 1_1052195.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
03717042_EXIE FIFE 4_1052046,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/03717042_EXIE FIFE 4_1052046.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04700484_TRAMMELL 1_1254924,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04700484_TRAMMELL 1_1254924.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04700509_DEVORE 1_1539049,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04700509_DEVORE 1_1539049.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04700578_REIGER 1_1539070,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04700578_REIGER 1_1539070.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04702091_LAURA CREWS NORTH 7_1539071,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04702091_LAURA CREWS NORTH 7_1539071.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04702219_L E CREWS 4_1539042,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04702219_L E CREWS 4_1539042.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04702306_LYNDS 2_1539041,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04702306_LYNDS 2_1539041.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04702457_CAMPBELL 9_1539047,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04702457_CAMPBELL 9_1539047.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04703015_W C HEIM 6_1539069,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04703015_W C HEIM 6_1539069.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04703022_HEIM 5_1539045,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04703022_HEIM 5_1539045.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04703074_BARNES 6_1539063,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04703074_BARNES 6_1539063.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04703080_REIGER 1_1539077,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04703080_REIGER 1_1539077.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04708191_L E CREWS 6-C_4070301,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04708191_L E CREWS 6-C_4070301.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04900745_GEO. 1_782031,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04900745_GEO. 1_782031.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04901064_R NEWBERRY 1_782042,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04901064_R NEWBERRY 1_782042.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04901168_HARKREADER 4_782030,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04901168_HARKREADER 4_782030.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04935547_NEWBERRY 2_782015,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04935547_NEWBERRY 2_782015.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04935556_WILLIE NEWBERRY 3_782035,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04935556_WILLIE NEWBERRY 3_782035.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04935655_ADA SELBY 1_782023,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04935655_ADA SELBY 1_782023.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
04937351_HECTOR DERDEYN 3_782041,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/04937351_HECTOR DERDEYN 3_782041.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
05100559_FARWELL 1_782036,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/05100559_FARWELL 1_782036.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
05136653_H E SMITH 1_782043,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/05136653_H E SMITH 1_782043.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
05136765_FLOYD MCCAUGHTRY 1_782020,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/05136765_FLOYD MCCAUGHTRY 1_782020.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
05300311_HOLTZCLAW 1_1539073,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/05300311_HOLTZCLAW 1_1539073.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
06304054_MARTHA GREGORY B 1_588806,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/06304054_MARTHA GREGORY B 1_588806.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
06702100_WARD 5_920040,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/06702100_WARD 5_920040.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07102882_ANNIS 1_1413927,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07102882_ANNIS 1_1413927.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07102983_No Data_1413948,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07102983_No Data_1413948.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07103473_LONG 3_1413921,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07103473_LONG 3_1413921.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07103685_BEAVER 11_1413919,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07103685_BEAVER 11_1413919.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07104211_L ENDICOTT 1 1_2_1539044,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07104211_L ENDICOTT 1 1_2_1539044.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07104588_LEWIS 2_1539061,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07104588_LEWIS 2_1539061.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07104592_SODOWSKY 2_1539040,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07104592_SODOWSKY 2_1539040.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07104601_GILLESPIE 1_1539074,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07104601_GILLESPIE 1_1539074.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07900088_LITTMAN 26_1017379,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07900088_LITTMAN 26_1017379.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
07900088_LITTMAN 26_555825,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/07900088_LITTMAN 26_555825.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
08500150_WILSON 1_516306,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/08500150_WILSON 1_516306.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
09100924_BARNWELL 1_1052007,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/09100924_BARNWELL 1_1052007.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
09101022_PIERCE 1_1364210,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/09101022_PIERCE 1_1364210.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
10101889_ROSA A BUXTON 1_1364198,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/10101889_ROSA A BUXTON 1_1364198.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
10102323_HANNAH BROWN 3_1364209,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/10102323_HANNAH BROWN 3_1364209.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
10303103_RUZEK 4_1539046,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/10303103_RUZEK 4_1539046.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
10303103_RUZEK 4_50971344,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1922/10 - October/10303103_RUZEK 4_50971344.pdf,1,1922,10 - October,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
